Gene	Non-unique Gene name	Annotation	No. isolates	No. sequences	Avg sequences per isolate	Genome Fragment	Order within Fragment	Accessory Fragment	Accessory Order with Fragment	QC	Min group size nuc	Max group size nuc	Avg group size nuc	ERR494558	ERR713656	ERR278423	ERR083948	ERR083973	ERR084064	ERR108372	ERR128814	ERR193205	ERR221288	ERR221374	ERR278230	ERR278242	ERR278359	ERR278461	ERR343073	ERR356128	ERR593768	H1604	H1605	H1606	H1607	H1608	H1662	H1664	H1666	H1668	H1670	H704	SRR065736
group_943		type I phosphodiesterase/nucleotide pyrophosphatase	36	36	1	1	1861				806	806	806	ERR494558_00895	ERR713656_00905	ERR278423_01462	ERR083948_01320	ERR083973_01537	ERR084064_00812	ERR108372_01028	ERR128814_00312	ERR193205_01584	ERR221288_00914	ERR221374_00775	ERR278230_00540	ERR278242_00474	ERR278359_00937	ERR278461_00902	ERR343073_00639	ERR356128_00973	ERR593768_00944	H1604_00783	H1605_00897	H1606_00693	H1607_00695	H1608_00628	H1662_00841	H1664_00916	H1666_00497	H1668_00889	H1670_00903	H704_00740	SRR065736_00752
hisJ		histidine-binding protein precursor	36	36	1	1	1873				512	755	748	ERR494558_00900	ERR713656_00967	ERR278423_01457	ERR083948_01312	ERR083973_01542	ERR084064_00817	ERR108372_01023	ERR128814_00317	ERR193205_01589	ERR221288_00909	ERR221374_00783	ERR278230_00548	ERR278242_00482	ERR278359_00943	ERR278461_00907	ERR343073_00644	ERR356128_00978	ERR593768_00949	H1604_00788	H1605_00902	H1606_00698	H1607_00700	H1608_00636	H1662_00846	H1664_00922	H1666_00505	H1668_00894	H1670_00908	H704_00745	SRR065736_00757
group_948		Aspartate aminotransferase	36	36	1	1	1702				1166	1169	1168	ERR494558_00924	ERR713656_00987	ERR278423_00611	ERR083948_01750	ERR083973_00488	ERR084064_01236	ERR108372_00815	ERR128814_00342	ERR193205_00410	ERR221288_00262	ERR221374_00631	ERR278230_00575	ERR278242_00507	ERR278359_01187	ERR278461_00935	ERR343073_00669	ERR356128_01000	ERR593768_00973	H1604_00812	H1605_00922	H1606_00722	H1607_00724	H1608_00660	H1662_00868	H1664_00940	H1666_00530	H1668_00914	H1670_00928	H704_01697	SRR065736_01697
tmk		thymidylate kinase	36	36	1	1	1730				575	578	577	ERR494558_00928	ERR713656_00991	ERR278423_00615	ERR083948_01754	ERR083973_00492	ERR084064_01240	ERR108372_00811	ERR128814_00346	ERR193205_00414	ERR221288_00266	ERR221374_00635	ERR278230_00579	ERR278242_00511	ERR278359_01191	ERR278461_00939	ERR343073_00673	ERR356128_01004	ERR593768_00977	H1604_00816	H1605_00926	H1606_00726	H1607_00728	H1608_00664	H1662_00872	H1664_00944	H1666_00534	H1668_00918	H1670_00932	H704_00768	SRR065736_00774
bsdB		3-octaprenyl-4-hydroxybenzoate carboxy-lyase UbiX	36	36	1	1	1727				563	563	563	ERR494558_00930	ERR713656_00993	ERR278423_00617	ERR083948_01756	ERR083973_00494	ERR084064_01242	ERR108372_00809	ERR128814_00348	ERR193205_00416	ERR221288_00268	ERR221374_00637	ERR278230_00581	ERR278242_00513	ERR278359_01193	ERR278461_00941	ERR343073_00675	ERR356128_01006	ERR593768_00979	H1604_00818	H1605_00928	H1606_00728	H1607_00730	H1608_00666	H1662_00874	H1664_00946	H1666_00536	H1668_00920	H1670_00934	H704_00770	SRR065736_00776
valS		valyl-tRNA synthetase	36	36	1	1	1904				1787	2612	2589	ERR494558_00937	ERR713656_01000	ERR278423_00624	ERR083948_01763	ERR083973_00501	ERR084064_01249	ERR108372_00802	ERR128814_00355	ERR193205_00423	ERR221288_00275	ERR221374_00644	ERR278230_00588	ERR278242_00520	ERR278359_01200	ERR278461_00948	ERR343073_00682	ERR356128_01013	ERR593768_00986	H1604_00825	H1605_00935	H1606_00735	H1607_00737	H1608_00673	H1662_00881	H1664_00953	H1666_00543	H1668_00927	H1670_00941	H704_00777	SRR065736_00783
group_953		periplasmic protein	36	36	1	1	1905				1019	1022	1019	ERR494558_00938	ERR713656_01001	ERR278423_00625	ERR083948_01764	ERR083973_00502	ERR084064_01250	ERR108372_00801	ERR128814_00356	ERR193205_00424	ERR221288_00276	ERR221374_00645	ERR278230_00589	ERR278242_00521	ERR278359_01201	ERR278461_00949	ERR343073_00683	ERR356128_01014	ERR593768_00987	H1604_00826	H1605_00936	H1606_00736	H1607_00738	H1608_00674	H1662_00882	H1664_00954	H1666_00545	H1668_00928	H1670_00942	H704_00778	SRR065736_00784
csd		aminotransferase	36	36	1	1	1920				983	1268	1260	ERR494558_00953	ERR713656_01016	ERR278423_00640	ERR083948_01779	ERR083973_00517	ERR084064_01265	ERR108372_00786	ERR128814_00371	ERR193205_00439	ERR221288_00291	ERR221374_00660	ERR278230_00604	ERR278242_00536	ERR278359_01216	ERR278461_00964	ERR343073_00698	ERR356128_01029	ERR593768_01003	H1604_00841	H1605_00951	H1606_00751	H1607_00754	H1608_00689	H1662_00897	H1664_00969	H1666_00560	H1668_00943	H1670_00957	H704_00793	SRR065736_00799
group_957		FIG00469690: hypothetical protein	36	36	1	1	1921				878	878	878	ERR494558_00954	ERR713656_01017	ERR278423_00641	ERR083948_01780	ERR083973_00518	ERR084064_01266	ERR108372_00785	ERR128814_00372	ERR193205_00440	ERR221288_00292	ERR221374_00661	ERR278230_00605	ERR278242_00537	ERR278359_01217	ERR278461_00965	ERR343073_00699	ERR356128_01030	ERR593768_01004	H1604_00842	H1605_00952	H1606_00752	H1607_00755	H1608_00690	H1662_00898	H1664_00971	H1666_00561	H1668_00944	H1670_00958	H704_00794	SRR065736_00800
group_959		Na+/H+ antiporter NhaC	36	36	1	1	2662				986	1733	1712	ERR494558_00972	ERR713656_01056	ERR278423_00681	ERR083948_01292	ERR083973_00555	ERR084064_01303	ERR108372_00748	ERR128814_00409	ERR193205_00477	ERR221288_00329	ERR221374_00825	ERR278230_00644	ERR278242_01495	ERR278359_01254	ERR278461_01236	ERR343073_00736	ERR356128_01297	ERR593768_01021	H1604_00879	H1605_00987	H1606_00790	H1607_00792	H1608_00727	H1662_00937	H1664_01009	H1666_00598	H1668_00982	H1670_00996	H704_00831	SRR065736_00838
murA		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	36	36	1	1	2633				749	1256	1241	ERR494558_00998	ERR713656_01082	ERR278423_00707	ERR083948_01266	ERR083973_00581	ERR084064_01329	ERR108372_00722	ERR128814_00435	ERR193205_00503	ERR221288_00355	ERR221374_00851	ERR278230_00670	ERR278242_01469	ERR278359_01280	ERR278461_01262	ERR343073_00762	ERR356128_01323	ERR593768_01047	H1604_00905	H1605_01013	H1606_00816	H1607_00818	H1608_00753	H1662_00963	H1664_01035	H1666_00624	H1668_01009	H1670_01022	H704_00857	SRR065736_00862
flhA		Flagellar biosynthesis protein FlhA	36	36	1	1	167				1667	2174	2159	ERR494558_01016	ERR713656_01100	ERR278423_00725	ERR083948_01251	ERR083973_00602	ERR084064_01349	ERR108372_00702	ERR128814_00453	ERR193205_00525	ERR221288_00378	ERR221374_00866	ERR278230_00685	ERR278242_01454	ERR278359_01300	ERR278461_01283	ERR343073_00780	ERR356128_01344	ERR593768_01065	H1604_00920	H1605_01032	H1606_00836	H1607_00839	H1608_00768	H1662_00981	H1664_01055	H1666_00639	H1668_01028	H1670_01040	H704_00873	SRR065736_00876
spoIIIE		"DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"	36	36	1	1	170				2840	2840	2840	ERR494558_01019	ERR713656_01103	ERR278423_00728	ERR083948_01248	ERR083973_00605	ERR084064_01352	ERR108372_00699	ERR128814_00456	ERR193205_00528	ERR221288_00381	ERR221374_00869	ERR278230_00688	ERR278242_01451	ERR278359_01303	ERR278461_01286	ERR343073_00784	ERR356128_01347	ERR593768_01068	H1604_00923	H1605_01035	H1606_00839	H1607_00842	H1608_00771	H1662_00984	H1664_01058	H1666_00642	H1668_01031	H1670_01043	H704_00876	SRR065736_00879
group_972		periplasmic protein	36	36	1	1	192				197	470	423	ERR494558_01042	ERR713656_01126	ERR278423_00751	ERR083948_01225	ERR083973_00628	ERR084064_01375	ERR108372_00676	ERR128814_00480	ERR193205_00551	ERR221288_00404	ERR221374_00892	ERR278230_00711	ERR278242_01428	ERR278359_01326	ERR278461_01309	ERR343073_00808	ERR356128_01370	ERR593768_01091	H1604_00945	H1605_01058	H1606_00862	H1607_00865	H1608_00793	H1662_01006	H1664_01081	H1666_00664	H1668_01053	H1670_01066	H704_00898	SRR065736_00901
pycB		pyruvate carboxylase B subunit	36	36	1	1	217				1799	1799	1799	ERR494558_01067	ERR713656_01151	ERR278423_00776	ERR083948_01200	ERR083973_00653	ERR084064_01400	ERR108372_00651	ERR128814_00505	ERR193205_00576	ERR221288_00429	ERR221374_00917	ERR278230_00736	ERR278242_01403	ERR278359_01351	ERR278461_01334	ERR343073_00833	ERR356128_01395	ERR593768_01116	H1604_00970	H1605_01083	H1606_00887	H1607_00890	H1608_00818	H1662_01031	H1664_01106	H1666_00689	H1668_01078	H1670_01092	H704_00923	SRR065736_00926
lolA		outer-membrane lipoprotein carrier protein	36	36	1	1	436				509	509	509	ERR494558_01082	ERR713656_01169	ERR278423_00791	ERR083948_01177	ERR083973_00671	ERR084064_01467	ERR108372_00637	ERR128814_00521	ERR193205_00591	ERR221288_00444	ERR221374_00940	ERR278230_00759	ERR278242_01381	ERR278359_01416	ERR278461_01351	ERR343073_00851	ERR356128_01410	ERR593768_01134	H1604_00986	H1605_01099	H1606_00903	H1607_01809	H1608_00840	H1662_01047	H1664_01121	H1666_00708	H1668_01094	H1670_01109	H704_00939	SRR065736_00940
fieF		cation transporter	36	36	1	1	442				542	887	874	ERR494558_01087	ERR713656_01174	ERR278423_00796	ERR083948_01172	ERR083973_00676	ERR084064_01472	ERR108372_00632	ERR128814_00526	ERR193205_00596	ERR221288_00449	ERR221374_00945	ERR278230_00764	ERR278242_01376	ERR278359_01421	ERR278461_01356	ERR343073_00856	ERR356128_01415	ERR593768_01139	H1604_00991	H1605_01104	H1606_00908	H1607_01804	H1608_00845	H1662_01052	H1664_01127	H1666_00713	H1668_01100	H1670_01114	H704_00944	SRR065736_00945
group_981		lipoprotein	36	36	1	1	487				173	173	173	ERR494558_01112	ERR713656_01199	ERR278423_00821	ERR083948_00521	ERR083973_00709	ERR084064_01502	ERR108372_00600	ERR128814_00555	ERR193205_00629	ERR221288_00484	ERR221374_01213	ERR278230_01440	ERR278242_00800	ERR278359_01451	ERR278461_01384	ERR343073_00885	ERR356128_01442	ERR593768_01163	H1604_01017	H1605_01131	H1606_00939	H1607_01772	H1608_00871	H1662_01077	H1664_01155	H1666_01341	H1668_01126	H1670_01140	H704_00971	SRR065736_00972
jlpA		surface exposed lipoprotein JlpA	36	36	1	1	492				1118	1118	1118	ERR494558_01117	ERR713656_01204	ERR278423_00826	ERR083948_00526	ERR083973_00714	ERR084064_01507	ERR108372_00595	ERR128814_00560	ERR193205_00634	ERR221288_00489	ERR221374_01218	ERR278230_01435	ERR278242_00805	ERR278359_01456	ERR278461_01389	ERR343073_00890	ERR356128_01447	ERR593768_01168	H1604_01022	H1605_01136	H1606_00944	H1607_01767	H1608_00876	H1662_01082	H1664_01160	H1666_01346	H1668_01131	H1670_01145	H704_00976	SRR065736_00977
aarA_2		rhomboid family protein	36	36	1	1	514				518	536	519	ERR494558_01137	ERR713656_01226	ERR278423_00846	ERR083948_00545	ERR083973_00733	ERR084064_01525	ERR108372_00576	ERR128814_00578	ERR193205_00653	ERR221288_00508	ERR221374_01237	ERR278230_01415	ERR278242_00825	ERR278359_01474	ERR278461_01408	ERR343073_00908	ERR356128_01466	ERR593768_01189	H1604_01041	H1605_01154	H1606_00963	H1607_01748	H1608_00895	H1662_01103	H1664_01178	H1666_01365	H1668_01149	H1670_01165	H704_00995	SRR065736_00996
livF		"high affinity branched-chain amino acid ABC transporter, ATP-binding protein"	36	36	1	1	525				437	695	687	ERR494558_01149	ERR713656_01238	ERR278423_00858	ERR083948_00557	ERR083973_00745	ERR084064_01537	ERR108372_00564	ERR128814_00635	ERR193205_00665	ERR221288_00520	ERR221374_01249	ERR278230_01403	ERR278242_00837	ERR278359_01486	ERR278461_01420	ERR343073_00966	ERR356128_01478	ERR593768_01201	H1604_01053	H1605_01183	H1606_00975	H1607_01736	H1608_00907	H1662_01115	H1664_01190	H1666_01377	H1668_01161	H1670_01178	H704_01007	SRR065736_01008
group_986		porin domain-containing protein	36	36	1	1	532				185	194	190	ERR494558_01156	ERR713656_01245	ERR278423_00865	ERR083948_00564	ERR083973_00752	ERR084064_01544	ERR108372_00557	ERR128814_00642	ERR193205_00672	ERR221288_00527	ERR221374_01256	ERR278230_01396	ERR278242_00844	ERR278359_01493	ERR278461_01427	ERR343073_00973	ERR356128_01485	ERR593768_01208	H1604_01060	H1605_01190	H1606_00982	H1607_01729	H1608_00914	H1662_01122	H1664_01197	H1666_01384	H1668_01168	H1670_01185	H704_01014	SRR065736_01015
group_987		FIG00469618: hypothetical protein	36	36	1	1	536				317	449	430	ERR494558_01160	ERR713656_01249	ERR278423_00869	ERR083948_00568	ERR083973_00756	ERR084064_01548	ERR108372_00553	ERR128814_00646	ERR193205_00676	ERR221288_00531	ERR221374_01260	ERR278230_01392	ERR278242_00848	ERR278359_01497	ERR278461_01431	ERR343073_00977	ERR356128_01489	ERR593768_01212	H1604_01064	H1605_01194	H1606_00986	H1607_01725	H1608_00918	H1662_01126	H1664_01201	H1666_01388	H1668_01172	H1670_01189	H704_01018	SRR065736_01019
ctsW		competence protein ComFC	36	36	1	1	540				353	575	562	ERR494558_01163	ERR713656_01252	ERR278423_00872	ERR083948_00571	ERR083973_00759	ERR084064_01551	ERR108372_00550	ERR128814_00649	ERR193205_00679	ERR221288_00534	ERR221374_01263	ERR278230_01389	ERR278242_00851	ERR278359_01500	ERR278461_01434	ERR343073_00980	ERR356128_01492	ERR593768_01215	H1604_01067	H1605_01197	H1606_01047	H1607_01664	H1608_00921	H1662_01129	H1664_01204	H1666_01391	H1668_01175	H1670_01192	H704_01021	SRR065736_01022
group_989		multidrug efflux system outer membrane protein	36	36	1	1	543				1274	1274	1274	ERR494558_01166	ERR713656_01255	ERR278423_00875	ERR083948_00574	ERR083973_00762	ERR084064_01554	ERR108372_00547	ERR128814_00652	ERR193205_00682	ERR221288_00537	ERR221374_01266	ERR278230_01386	ERR278242_00854	ERR278359_01503	ERR278461_01437	ERR343073_00983	ERR356128_01495	ERR593768_01218	H1604_01070	H1605_01200	H1606_01050	H1607_01661	H1608_00924	H1662_01132	H1664_01207	H1666_01394	H1668_01178	H1670_01195	H704_01024	SRR065736_01025
group_991		acetyltransferase	36	36	1	1	588				320	425	419	ERR494558_01198	ERR713656_01288	ERR278423_00907	ERR083948_00605	ERR083973_00797	ERR084064_01593	ERR108372_00511	ERR128814_00683	ERR193205_00718	ERR221288_00573	ERR221374_01297	ERR278230_01355	ERR278242_00885	ERR278359_01541	ERR278461_01471	ERR343073_01014	ERR356128_01527	ERR593768_01250	H1604_01103	H1605_01231	H1606_01086	H1607_01625	H1608_00955	H1662_01164	H1664_01245	H1666_01425	H1668_01210	H1670_01229	H704_01057	SRR065736_01058
group_992		FIG00469642: hypothetical protein	36	36	1	1	594				866	872	867	ERR494558_01203	ERR713656_01293	ERR278423_00912	ERR083948_00610	ERR083973_00802	ERR084064_01598	ERR108372_00506	ERR128814_00688	ERR193205_00723	ERR221288_00578	ERR221374_01302	ERR278230_01350	ERR278242_00890	ERR278359_01546	ERR278461_01476	ERR343073_01019	ERR356128_01533	ERR593768_01255	H1604_01108	H1605_01236	H1606_01091	H1607_01620	H1608_00960	H1662_01169	H1664_01250	H1666_01430	H1668_01215	H1670_01235	H704_01062	SRR065736_01063
ssb		single-stranded DNA-binding protein	36	36	1	1	598				548	551	550	ERR494558_01205	ERR713656_01295	ERR278423_00914	ERR083948_00612	ERR083973_00804	ERR084064_01602	ERR108372_00504	ERR128814_00690	ERR193205_00725	ERR221288_00580	ERR221374_01304	ERR278230_01348	ERR278242_00892	ERR278359_01550	ERR278461_01478	ERR343073_01021	ERR356128_01537	ERR593768_01257	H1604_01110	H1605_01238	H1606_01093	H1607_01618	H1608_00962	H1662_01171	H1664_01254	H1666_01432	H1668_01219	H1670_01237	H704_01064	SRR065736_01067
hemD		uroporphyrinogen-III synthase	36	36	1	1	607				629	629	629	ERR494558_01214	ERR713656_01304	ERR278423_00923	ERR083948_00621	ERR083973_00813	ERR084064_01611	ERR108372_00495	ERR128814_00699	ERR193205_00734	ERR221288_00589	ERR221374_01313	ERR278230_01339	ERR278242_00901	ERR278359_01559	ERR278461_01487	ERR343073_01030	ERR356128_01546	ERR593768_01266	H1604_01119	H1605_01247	H1606_01102	H1607_01609	H1608_00971	H1662_01180	H1664_01263	H1666_01441	H1668_01228	H1670_01246	H704_01073	SRR065736_01076
thiE		thiamin-phosphate pyrophosphorylase	36	36	1	1	608				632	632	632	ERR494558_01215	ERR713656_01305	ERR278423_00924	ERR083948_00622	ERR083973_00814	ERR084064_01612	ERR108372_00494	ERR128814_00700	ERR193205_00735	ERR221288_00590	ERR221374_01314	ERR278230_01338	ERR278242_00902	ERR278359_01560	ERR278461_01488	ERR343073_01031	ERR356128_01547	ERR593768_01267	H1604_01120	H1605_01248	H1606_01103	H1607_01608	H1608_00972	H1662_01181	H1664_01264	H1666_01442	H1668_01229	H1670_01247	H704_01074	SRR065736_01077
pyrB		aspartate carbamoyltransferase catalytic subunit	36	36	1	1	625				887	887	887	ERR494558_01232	ERR713656_01322	ERR278423_00941	ERR083948_00639	ERR083973_00831	ERR084064_01629	ERR108372_00477	ERR128814_00717	ERR193205_00752	ERR221288_00607	ERR221374_01331	ERR278230_01321	ERR278242_00919	ERR278359_01577	ERR278461_01505	ERR343073_01048	ERR356128_01564	ERR593768_01283	H1604_01137	H1605_01265	H1606_01120	H1607_01591	H1608_00989	H1662_01198	H1664_01281	H1666_01459	H1668_01246	H1670_01264	H704_01091	SRR065736_01094
group_997		COG2833: uncharacterized protein	36	36	1	1	640				797	797	797	ERR494558_01247	ERR713656_01337	ERR278423_00956	ERR083948_00654	ERR083973_00846	ERR084064_01644	ERR108372_00462	ERR128814_00733	ERR193205_00767	ERR221288_00622	ERR221374_01346	ERR278230_01306	ERR278242_00934	ERR278359_01593	ERR278461_01520	ERR343073_01063	ERR356128_01579	ERR593768_01298	H1604_01152	H1605_01280	H1606_01135	H1607_01576	H1608_01004	H1662_01213	H1664_01296	H1666_01474	H1668_01261	H1670_01279	H704_01106	SRR065736_01109
group_998		phosphatidylserine decarboxylase	36	36	1	1	642				617	617	617	ERR494558_01249	ERR713656_01339	ERR278423_00958	ERR083948_00656	ERR083973_00848	ERR084064_01646	ERR108372_00460	ERR128814_00735	ERR193205_00769	ERR221288_00624	ERR221374_01348	ERR278230_01304	ERR278242_00936	ERR278359_01595	ERR278461_01522	ERR343073_01065	ERR356128_01581	ERR593768_01300	H1604_01154	H1605_01282	H1606_01137	H1607_01574	H1608_01006	H1662_01215	H1664_01298	H1666_01476	H1668_01263	H1670_01281	H704_01108	SRR065736_01111
pglJ		GalNAc transferase	36	36	1	1	654				1097	1097	1097	ERR494558_01260	ERR713656_01350	ERR278423_00969	ERR083948_00667	ERR083973_00859	ERR084064_01658	ERR108372_00449	ERR128814_00746	ERR193205_00780	ERR221288_00635	ERR221374_01359	ERR278230_01293	ERR278242_00947	ERR278359_01607	ERR278461_01534	ERR343073_01076	ERR356128_01593	ERR593768_01311	H1604_01166	H1605_01293	H1606_01148	H1607_01563	H1608_01017	H1662_01226	H1664_01310	H1666_01487	H1668_01275	H1670_01292	H704_01119	SRR065736_01123
dctA		Putative C4-dicarboxylate transport protein	35	35	1	1	842	69	1		674	1376	1355	ERR494558_01322	ERR713656_01413	ERR278423_01031	ERR083948_00733	ERR083973_00928	ERR084064_01719	ERR108372_00379	ERR128814_00808	ERR193205_00848	ERR221288_00705	ERR221374_01425	ERR278230_01227	ERR278242_01013	ERR278359_01668	ERR278461_01597	ERR343073_01138	ERR356128_01657	ERR593768_01371	H1604_01226	H1605_01356	H1606_01216	H1607_00919	H1608_01082	H1662_01287	H1664_01332	H1666_01553	H1668_01338	H1670_01356	H704_01177	
hydB		Quinone-reactive Ni/Fe-hydrogenase large chain	35	35	1	1	255	72	1		917	1715	1692	ERR494558_01452	ERR713656_01486	ERR278423_01105	ERR083948_00810	ERR083973_01002	ERR084064_01794	ERR108372_00306	ERR128814_00882	ERR193205_00923	ERR221288_00779	ERR221374_01502	ERR278230_01150	ERR278242_01090	ERR278359_01743	ERR278461_01672	ERR343073_01212	ERR356128_01732	ERR593768_01445	H1604_01299	H1605_01429	H1606_01289	H1607_00993	H1608_01157	H1662_01362		H1666_00738	H1668_01412	H1670_01430	H704_01250	SRR065736_01221
moaD		molybdopterin synthase sulfur carrier subunit	35	35	1	1	1059	19	3		221	221	221	ERR494558_01679	ERR713656_01732	ERR278423_01355	ERR083948_00956	ERR083973_01259	ERR084064_01007	ERR108372_00831	ERR128814_01126	ERR193205_01182	ERR221288_01148	ERR221374_01044	ERR278230_00871	ERR278242_00676	ERR278359_01137		ERR343073_01633	ERR356128_01234	ERR593768_01675	H1604_01524	H1605_01660	H1606_01536	H1607_01243	H1608_01359	H1662_01588	H1664_01619	H1666_00938	H1668_01661	H1670_01661	H704_01473	SRR065736_01418
group_1255		cytochrome c family protein	35	35	1	1	2039	122	1		425	425	425	ERR494558_00330	ERR713656_00220	ERR278423_00332	ERR083948_00135	ERR083973_00132	ERR084064_01156	ERR108372_00150	ERR128814_01450	ERR193205_00130	ERR221288_01441	ERR221374_00357	ERR278230_00019	ERR278242_00019	ERR278359_00354	ERR278461_00335	ERR343073_01568	ERR356128_00334	ERR593768_00016	H1604_00218	H1605_00328	H1606_00130	H1607_00130	H1608_00132	H1662_00271	H1664_00343	H1666_00135	H1668_00311		H704_00176	SRR065736_00182
group_1372		membrane protein	35	35	1	1	1822	1	85		491	491	491	ERR494558_00857	ERR713656_00867	ERR278423_01500	ERR083948_01360	ERR083973_01499	ERR084064_00773	ERR108372_01066	ERR128814_00274	ERR193205_01546	ERR221288_00952	ERR221374_00735	ERR278230_00499	ERR278242_00433	ERR278359_00898	ERR278461_00864	ERR343073_00601	ERR356128_00934		H1604_00745	H1605_00860	H1606_00655	H1607_00657	H1608_00588	H1662_00803	H1664_00878	H1666_00457	H1668_00851	H1670_00865	H704_00702	SRR065736_00715
ogt		methylated-DNA--protein-cysteine methyltransferase	35	35	1	1	2658	28	1		452	452	452	ERR494558_00976	ERR713656_01060	ERR278423_00685	ERR083948_01288	ERR083973_00559	ERR084064_01307	ERR108372_00744	ERR128814_00413	ERR193205_00481	ERR221288_00333	ERR221374_00829	ERR278230_00648	ERR278242_01491	ERR278359_01258	ERR278461_01240	ERR343073_00740	ERR356128_01301		H1604_00883	H1605_00991	H1606_00794	H1607_00796	H1608_00731	H1662_00941	H1664_01013	H1666_00602	H1668_00987	H1670_01000	H704_00835	SRR065736_00842
group_1393		ferrochelatase	35	35	1	1	2657	28	2		941	941	941	ERR494558_00977	ERR713656_01061	ERR278423_00686	ERR083948_01287	ERR083973_00560	ERR084064_01308	ERR108372_00743	ERR128814_00414	ERR193205_00482	ERR221288_00334	ERR221374_00830	ERR278230_00649	ERR278242_01490	ERR278359_01259	ERR278461_01241	ERR343073_00741	ERR356128_01302	ERR593768_01026	H1604_00884	H1605_00992	H1606_00795	H1607_00797	H1608_00732	H1662_00942	H1664_01014	H1666_00603	H1668_00988	H1670_01001	H704_00836	
