Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,OXC8500,OXC8749,OXC8885,OXC4567,OXC6332,OXC6357,OXC6453,OXC6609,OXC6729,OXC7157,OXC7004,OXC7095,OXC7345,OXC7358,OXC7452,OXC4632,OXC7664,OXC6927,H1604,H1605,H1606,H1607,H1608,H1662,H1664,H1666,H1668,H1670,H704,H22082
group_728,,lipoprotein,36,36,1,1,2199,,,,1277,1277,1277,OXC8500_00432,OXC8749_00303,OXC8885_00191,OXC4567_00608,OXC6332_01222,OXC6357_01110,OXC6453_00275,OXC6609_00358,OXC6729_01322,OXC7157_00623,OXC7004_00402,OXC7095_01118,OXC7345_01249,OXC7358_00618,OXC7452_00599,OXC4632_00817,OXC7664_00840,OXC6927_00556,H1604_00899,H1605_00388,H1606_00278,H1607_00574,H1608_00060,H1662_00125,H1664_00605,H1666_01255,H1668_00832,H1670_00440,H704_00713,H22082_00231
artM_1,,polar amino acid transport system ATP-binding protein,36,36,1,1,1494,,,,737,761,749,OXC8500_00465,OXC8749_00337,OXC8885_00224,OXC4567_00694,OXC6332_01199,OXC6357_01142,OXC6453_00252,OXC6609_00326,OXC6729_01355,OXC7157_00591,OXC7004_00370,OXC7095_01141,OXC7345_01175,OXC7358_00641,OXC7452_00622,OXC4632_00783,OXC7664_00873,OXC6927_00522,H1604_00867,H1605_00355,H1606_00246,H1607_00542,H1608_00037,H1662_00039,H1664_00582,H1666_01278,H1668_00797,H1670_00529,H704_00745,H22082_00263
ctb,,FIG00469384: hypothetical protein,36,36,1,1,1490,,,,383,383,383,OXC8500_00469,OXC8749_00341,OXC8885_00228,OXC4567_00698,OXC6332_01195,OXC6357_01146,OXC6453_00248,OXC6609_00322,OXC6729_01359,OXC7157_00587,OXC7004_00366,OXC7095_01145,OXC7345_01171,OXC7358_00645,OXC7452_00626,OXC4632_00779,OXC7664_00877,OXC6927_00518,H1604_00863,H1605_00351,H1606_00242,H1607_00538,H1608_00033,H1662_00035,H1664_00578,H1666_01282,H1668_00793,H1670_00533,H704_00749,H22082_00267
sdhA,,succinate dehydrogenase flavoprotein subunit,36,36,1,1,1458,,,,998,1835,1765,OXC8500_00497,OXC8749_00369,OXC8885_00256,OXC4567_00726,OXC6332_01168,OXC6357_01174,OXC6453_00219,OXC6609_00294,OXC6729_01389,OXC7157_00503,OXC7004_00338,OXC7095_01172,OXC7345_01144,OXC7358_00672,OXC7452_00655,OXC4632_00750,OXC7664_00907,OXC6927_00489,H1604_00835,H1605_00320,H1606_00531,H1607_00510,H1608_00006,H1662_00006,H1664_00549,H1666_01309,H1668_00763,H1670_00562,H704_00777,H22082_00489
hisH_1,,imidazole glycerol phosphate synthase subunit HisH,36,36,1,1,1622,,,,587,587,587,OXC8500_00537,OXC8749_00606,OXC8885_01654,OXC4567_00035,OXC6332_00043,OXC6357_00038,OXC6453_00178,OXC6609_00400,OXC6729_00171,OXC7157_00187,OXC7004_00179,OXC7095_00179,OXC7345_00179,OXC7358_00208,OXC7452_00203,OXC4632_00166,OXC7664_00166,OXC6927_01081,H1604_01300,H1605_00167,H1606_00038,H1607_00887,H1608_00267,H1662_00713,H1664_00291,H1666_00515,H1668_00367,H1670_00171,H704_01447,H22082_00839
basR,,DNA-binding response regulator,36,36,1,1,1630,,,,824,887,885,OXC8500_00545,OXC8749_00614,OXC8885_01662,OXC4567_00043,OXC6332_00051,OXC6357_00046,OXC6453_00170,OXC6609_00408,OXC6729_00163,OXC7157_00179,OXC7004_00171,OXC7095_00171,OXC7345_00171,OXC7358_00200,OXC7452_00195,OXC4632_00158,OXC7664_00158,OXC6927_01089,H1604_01308,H1605_00159,H1606_00046,H1607_00879,H1608_00275,H1662_00705,H1664_00283,H1666_00507,H1668_00375,H1670_00163,H704_01439,H22082_00831
group_741,,putative radical SAM domain protein,36,36,1,1,1643,,,,857,857,857,OXC8500_00555,OXC8749_00624,OXC8885_01672,OXC4567_00053,OXC6332_00061,OXC6357_00056,OXC6453_00160,OXC6609_00418,OXC6729_00153,OXC7157_00169,OXC7004_00161,OXC7095_00161,OXC7345_00161,OXC7358_00190,OXC7452_00185,OXC4632_00148,OXC7664_00148,OXC6927_01099,H1604_01318,H1605_00149,H1606_00056,H1607_00869,H1608_00285,H1662_00695,H1664_00273,H1666_00497,H1668_00385,H1670_00153,H704_01596,H22082_00821
mutY,,A/G-specific adenine glycosylase,36,36,1,1,1645,,,,1019,1019,1019,OXC8500_00557,OXC8749_00626,OXC8885_01675,OXC4567_00055,OXC6332_00064,OXC6357_00058,OXC6453_00158,OXC6609_00420,OXC6729_00151,OXC7157_00167,OXC7004_00159,OXC7095_00158,OXC7345_00158,OXC7358_00187,OXC7452_00182,OXC4632_00145,OXC7664_00146,OXC6927_01101,H1604_01320,H1605_00147,H1606_00058,H1607_00867,H1608_00288,H1662_00693,H1664_00270,H1666_00494,H1668_00387,H1670_00151,H704_01598,H22082_00819
group_743,,FIG00469595: hypothetical protein,36,36,1,1,1652,,,,743,767,744,OXC8500_00564,OXC8749_00633,OXC8885_01682,OXC4567_00066,OXC6332_00075,OXC6357_00069,OXC6453_00147,OXC6609_00431,OXC6729_00140,OXC7157_00156,OXC7004_00148,OXC7095_00147,OXC7345_00147,OXC7358_00176,OXC7452_00171,OXC4632_00134,OXC7664_00135,OXC6927_01108,H1604_01331,H1605_00136,H1606_00069,H1607_00856,H1608_00299,H1662_00682,H1664_00258,H1666_00483,H1668_00398,H1670_00140,H704_01173,H22082_00809
murE,,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6- diaminopimelate ligase",36,36,1,1,1670,,,,836,1283,1270,OXC8500_00578,OXC8749_00647,OXC8885_01697,OXC4567_00080,OXC6332_00089,OXC6357_00085,OXC6453_00132,OXC6609_00447,OXC6729_00125,OXC7157_00140,OXC7004_00132,OXC7095_00133,OXC7345_00133,OXC7358_00162,OXC7452_00158,OXC4632_00120,OXC7664_00120,OXC6927_01122,H1604_01345,H1605_00121,H1606_00085,H1607_00840,H1608_00313,H1662_00668,H1664_00245,H1666_00469,H1668_00412,H1670_00126,H704_01188,H22082_01173
iamB,,ABC transporter permease,36,36,1,1,1675,,,,1109,1109,1109,OXC8500_00583,OXC8749_00652,OXC8885_01702,OXC4567_00085,OXC6332_00094,OXC6357_00090,OXC6453_00127,OXC6609_00452,OXC6729_00120,OXC7157_00135,OXC7004_00127,OXC7095_00128,OXC7345_00128,OXC7358_00157,OXC7452_00153,OXC4632_00115,OXC7664_00115,OXC6927_01127,H1604_01350,H1605_00116,H1606_00091,H1607_00835,H1608_00318,H1662_00663,H1664_00240,H1666_00464,H1668_00417,H1670_00121,H704_01193,H22082_01168
group_747,,lipoprotein,36,36,1,1,1678,,,,599,599,599,OXC8500_00586,OXC8749_00655,OXC8885_01705,OXC4567_00088,OXC6332_00097,OXC6357_00093,OXC6453_00124,OXC6609_00455,OXC6729_00117,OXC7157_00132,OXC7004_00124,OXC7095_00125,OXC7345_00125,OXC7358_00154,OXC7452_00150,OXC4632_00112,OXC7664_00112,OXC6927_01130,H1604_01353,H1605_00113,H1606_00094,H1607_00832,H1608_00321,H1662_00660,H1664_00237,H1666_00461,H1668_00420,H1670_00118,H704_01196,H22082_01165
group_748,,FIG00469787: hypothetical protein,36,36,1,1,1686,,,,182,182,182,OXC8500_00593,OXC8749_00662,OXC8885_01712,OXC4567_00095,OXC6332_00104,OXC6357_00100,OXC6453_00117,OXC6609_00462,OXC6729_00110,OXC7157_00125,OXC7004_00117,OXC7095_00118,OXC7345_00118,OXC7358_00147,OXC7452_00143,OXC4632_00105,OXC7664_00105,OXC6927_01137,H1604_01360,H1605_00106,H1606_00101,H1607_00825,H1608_00328,H1662_00653,H1664_00230,H1666_00454,H1668_00427,H1670_00111,H704_01203,H22082_01158
efeU,,high-affinity iron transporter,36,36,1,1,1687,,,,2090,2090,2090,OXC8500_00594,OXC8749_00663,OXC8885_01713,OXC4567_00096,OXC6332_00106,OXC6357_00102,OXC6453_00116,OXC6609_00463,OXC6729_00109,OXC7157_00124,OXC7004_00116,OXC7095_00116,OXC7345_00116,OXC7358_00145,OXC7452_00142,OXC4632_00104,OXC7664_00104,OXC6927_01138,H1604_01362,H1605_00105,H1606_00102,H1607_00824,H1608_00330,H1662_00652,H1664_00229,H1666_00452,H1668_00428,H1670_00110,H704_00415,H22082_01505
group_750,,integral membrane protein,36,36,1,1,1689,,,,1193,1403,1397,OXC8500_00596,OXC8749_00665,OXC8885_01715,OXC4567_00098,OXC6332_00108,OXC6357_00104,OXC6453_00114,OXC6609_00465,OXC6729_00107,OXC7157_00122,OXC7004_00114,OXC7095_00114,OXC7345_00114,OXC7358_00143,OXC7452_00140,OXC4632_00102,OXC7664_00102,OXC6927_01140,H1604_01364,H1605_00103,H1606_00104,H1607_00822,H1608_00332,H1662_00650,H1664_00227,H1666_00450,H1668_00430,H1670_00108,H704_00417,H22082_01436
group_751,,periplasmic protein,36,36,1,1,1696,,,,437,437,437,OXC8500_00602,OXC8749_00671,OXC8885_01721,OXC4567_00104,OXC6332_00114,OXC6357_00110,OXC6453_00108,OXC6609_00471,OXC6729_00101,OXC7157_00116,OXC7004_00108,OXC7095_00108,OXC7345_00108,OXC7358_00137,OXC7452_00134,OXC4632_00096,OXC7664_00096,OXC6927_01147,H1604_01370,H1605_00097,H1606_00110,H1607_00816,H1608_00338,H1662_00644,H1664_00221,H1666_00444,H1668_00436,H1670_00102,H704_00423,H22082_01209
murB,,UDP-N-acetylenolpyruvoylglucosamine reductase,36,36,1,1,1746,,,,776,776,776,OXC8500_00616,OXC8749_00685,OXC8885_01762,OXC4567_00118,OXC6332_00154,OXC6357_00140,OXC6453_00078,OXC6609_00501,OXC6729_00087,OXC7157_00086,OXC7004_00078,OXC7095_00093,OXC7345_00093,OXC7358_00098,OXC7452_00104,OXC4632_00082,OXC7664_00082,OXC6927_01161,H1604_01411,H1605_00083,H1606_00140,H1607_00786,H1608_00383,H1662_00630,H1664_00191,H1666_00429,H1668_00450,H1670_00088,H704_00437,H22082_01149
group_756,,Putative periplasmic protein,36,36,1,1,1869,,,,758,764,761,OXC8500_00622,OXC8749_00691,OXC8885_01035,OXC4567_00124,OXC6332_00155,OXC6357_00141,OXC6453_00077,OXC6609_00502,OXC6729_00086,OXC7157_00085,OXC7004_00077,OXC7095_00092,OXC7345_00092,OXC7358_00097,OXC7452_00103,OXC4632_00081,OXC7664_00081,OXC6927_01162,H1604_00090,H1605_00082,H1606_00141,H1607_00785,H1608_00384,H1662_00624,H1664_00190,H1666_00428,H1668_00451,H1670_00082,H704_00350,H22082_01032
punB,,purine nucleoside phosphorylase,36,36,1,1,1834,,,,536,536,536,OXC8500_00653,OXC8749_00722,OXC8885_01004,OXC4567_00155,OXC6332_00194,OXC6357_00172,OXC6453_00045,OXC6609_00533,OXC6729_00054,OXC7157_00054,OXC7004_00046,OXC7095_00053,OXC7345_00053,OXC7358_00058,OXC7452_00071,OXC4632_00050,OXC7664_00049,OXC6927_01193,H1604_00059,H1605_00050,H1606_00172,H1607_00754,H1608_00423,H1662_00593,H1664_00158,H1666_00389,H1668_00482,H1670_00050,H704_00319,H22082_01001
gltD,,Glutamate synthase [NADPH] small chain,36,36,1,1,1803,,,,1445,1445,1445,OXC8500_00681,OXC8749_00750,OXC8885_00975,OXC4567_00183,OXC6332_00226,OXC6357_00197,OXC6453_00021,OXC6609_00561,OXC6729_00026,OXC7157_00026,OXC7004_00021,OXC7095_00021,OXC7345_00021,OXC7358_00026,OXC7452_00047,OXC4632_00021,OXC7664_00021,OXC6927_01222,H1604_00021,H1605_00021,H1606_00200,H1607_00726,H1608_00455,H1662_00565,H1664_00134,H1666_00357,H1668_00511,H1670_00022,H704_01330,H22082_01117
kpsF,,D-arabinose 5-phosphate isomerase,36,36,1,1,419,,,,947,947,947,OXC8500_00708,OXC8749_01679,OXC8885_00564,OXC4567_01168,OXC6332_00937,OXC6357_00840,OXC6453_00572,OXC6609_00078,OXC6729_00438,OXC7157_01087,OXC7004_01640,OXC7095_01323,OXC7345_01654,OXC7358_00681,OXC7452_00746,OXC4632_00469,OXC7664_01383,OXC6927_00976,H1604_01151,H1605_01013,H1606_01689,H1607_01686,H1608_01219,H1662_00903,H1664_00109,H1666_00212,H1668_00752,H1670_01015,H704_00478,H22082_01442
group_766,,Hypothetical UPF0306 protein Cj1449c,36,36,1,1,387,,,,407,407,407,OXC8500_00713,OXC8749_01684,OXC8885_00569,OXC4567_01173,OXC6332_00942,OXC6357_00835,OXC6453_00577,OXC6609_00073,OXC6729_00433,OXC7157_01092,OXC7004_01635,OXC7095_01328,OXC7345_01659,OXC7358_00686,OXC7452_00751,OXC4632_00464,OXC7664_01378,OXC6927_00971,H1604_01156,H1605_01018,H1606_01694,H1607_01691,H1608_01224,H1662_00908,H1664_00104,H1666_00217,H1668_00747,H1670_01020,H704_00483,H22082_01437
group_767,,putative ATP/GTP-binding protein,36,36,1,1,385,,,,563,575,564,OXC8500_00714,OXC8749_01685,OXC8885_00570,OXC4567_01174,OXC6332_00943,OXC6357_00834,OXC6453_00578,OXC6609_00072,OXC6729_00432,OXC7157_01093,OXC7004_01634,OXC7095_01329,OXC7345_01660,OXC7358_00687,OXC7452_00752,OXC4632_00463,OXC7664_01377,OXC6927_00970,H1604_01157,H1605_01019,H1606_01695,H1607_01692,H1608_01225,H1662_00909,H1664_00103,H1666_00218,H1668_00746,H1670_01021,H704_00484,H22082_01679
dut,,deoxyuridine triphosphatase domain protein,36,36,1,1,384,,,,689,689,689,OXC8500_00715,OXC8749_01686,OXC8885_00571,OXC4567_01175,OXC6332_00944,OXC6357_00833,OXC6453_00579,OXC6609_00071,OXC6729_00431,OXC7157_01094,OXC7004_01633,OXC7095_01330,OXC7345_01661,OXC7358_00688,OXC7452_00753,OXC4632_00462,OXC7664_01376,OXC6927_00969,H1604_01158,H1605_01020,H1606_01696,H1607_01693,H1608_01226,H1662_00910,H1664_00102,H1666_00219,H1668_00745,H1670_01022,H704_00485,H22082_01678
group_769,,integral membrane protein,36,36,1,1,383,,,,296,713,682,OXC8500_00716,OXC8749_01687,OXC8885_00572,OXC4567_01176,OXC6332_00945,OXC6357_00832,OXC6453_00580,OXC6609_00070,OXC6729_00430,OXC7157_01095,OXC7004_01632,OXC7095_01331,OXC7345_01662,OXC7358_00689,OXC7452_00754,OXC4632_00461,OXC7664_01375,OXC6927_00968,H1604_01159,H1605_01021,H1606_01697,H1607_01694,H1608_01227,H1662_00911,H1664_00101,H1666_00220,H1668_00744,H1670_01023,H704_00486,H22082_00384
thiL,,thiamine monophosphate kinase,36,36,1,1,376,,,,821,821,821,OXC8500_00722,OXC8749_01693,OXC8885_00578,OXC4567_01182,OXC6332_00951,OXC6357_00826,OXC6453_00586,OXC6609_00064,OXC6729_00425,OXC7157_01101,OXC7004_01626,OXC7095_01337,OXC7345_01668,OXC7358_00695,OXC7452_00760,OXC4632_00455,OXC7664_01370,OXC6927_00962,H1604_01165,H1605_01026,H1606_01703,H1607_01700,H1608_01233,H1662_00917,H1664_00095,H1666_00226,H1668_00738,H1670_01029,H704_00492,H22082_00390
group_773,,FIG00470019: hypothetical protein,36,36,1,1,375,,,,1073,1073,1073,OXC8500_00723,OXC8749_01694,OXC8885_00579,OXC4567_01183,OXC6332_00952,OXC6357_00825,OXC6453_00587,OXC6609_00063,OXC6729_00424,OXC7157_01102,OXC7004_01625,OXC7095_01338,OXC7345_01669,OXC7358_00696,OXC7452_00761,OXC4632_00454,OXC7664_01369,OXC6927_00961,H1604_01166,H1605_01027,H1606_01704,H1607_01701,H1608_01234,H1662_00918,H1664_00094,H1666_00227,H1668_00737,H1670_01030,H704_00493,H22082_00391
group_774,,Ornithine carbamoyltransferase,36,36,1,1,374,,,,383,383,383,OXC8500_00724,OXC8749_01695,OXC8885_00580,OXC4567_01184,OXC6332_00953,OXC6357_00824,OXC6453_00588,OXC6609_00062,OXC6729_00423,OXC7157_01103,OXC7004_01624,OXC7095_01339,OXC7345_01670,OXC7358_00697,OXC7452_00762,OXC4632_00453,OXC7664_01368,OXC6927_00960,H1604_01167,H1605_01028,H1606_01705,H1607_01702,H1608_01235,H1662_00919,H1664_00093,H1666_00228,H1668_00736,H1670_01031,H704_00494,H22082_00392
rsmD,,"site-specific DNA methyltransferase, RsmD family",36,36,1,1,373,,,,686,686,686,OXC8500_00725,OXC8749_01696,OXC8885_00581,OXC4567_01185,OXC6332_00954,OXC6357_00823,OXC6453_00589,OXC6609_00061,OXC6729_00422,OXC7157_01104,OXC7004_01623,OXC7095_01340,OXC7345_01671,OXC7358_00698,OXC7452_00763,OXC4632_00452,OXC7664_01367,OXC6927_00959,H1604_01168,H1605_01029,H1606_01706,H1607_01703,H1608_01236,H1662_00920,H1664_00092,H1666_00229,H1668_00735,H1670_01032,H704_00495,H22082_00393
group_776,,FIG00469843: hypothetical protein,36,36,1,1,367,,,,674,764,756,OXC8500_00731,OXC8749_01702,OXC8885_00587,OXC4567_01191,OXC6332_00960,OXC6357_00817,OXC6453_00595,OXC6609_00055,OXC6729_00416,OXC7157_01110,OXC7004_01617,OXC7095_01346,OXC7345_01677,OXC7358_00704,OXC7452_00769,OXC4632_00446,OXC7664_01361,OXC6927_00953,H1604_01174,H1605_01035,H1606_01712,H1607_01709,H1608_01242,H1662_00926,H1664_00086,H1666_00235,H1668_00729,H1670_01038,H704_00501,H22082_00399
yfcA,,Putative membrane protein YfcA,36,36,1,1,366,,,,245,764,749,OXC8500_00732,OXC8749_01703,OXC8885_00588,OXC4567_01192,OXC6332_00961,OXC6357_00816,OXC6453_00596,OXC6609_00054,OXC6729_00415,OXC7157_01111,OXC7004_01616,OXC7095_01347,OXC7345_01678,OXC7358_00705,OXC7452_00770,OXC4632_00445,OXC7664_01360,OXC6927_00952,H1604_01175,H1605_01036,H1606_01713,H1607_01710,H1608_01243,H1662_00927,H1664_00085,H1666_00236,H1668_00728,H1670_01039,H704_00502,H22082_00400
fdhA,,"formate dehydrogenase, alpha subunit",36,36,1,1,322,,,,1964,2240,2224,OXC8500_00775,OXC8749_01746,OXC8885_00630,OXC4567_01236,OXC6332_01005,OXC6357_00774,OXC6453_00638,OXC6609_00012,OXC6729_00373,OXC7157_01154,OXC7004_01574,OXC7095_01390,OXC7345_01721,OXC7358_00749,OXC7452_00812,OXC4632_00403,OXC7664_01318,OXC6927_00909,H1604_01218,H1605_01080,H1606_01755,H1607_01752,H1608_01287,H1662_00971,H1664_00043,H1666_00279,H1668_00686,H1670_01083,H704_01388,H22082_01453
mco,,oxidoreductase,36,36,1,1,316,,,,1541,1541,1541,OXC8500_00780,OXC8749_01751,OXC8885_00635,OXC4567_01241,OXC6332_01010,OXC6357_00769,OXC6453_00643,OXC6609_00007,OXC6729_00368,OXC7157_01159,OXC7004_01569,OXC7095_01395,OXC7345_01726,OXC7358_00754,OXC7452_00817,OXC4632_00398,OXC7664_01313,OXC6927_00904,H1604_01223,H1605_01085,H1606_01760,H1607_01757,H1608_01292,H1662_00976,H1664_00038,H1666_00284,H1668_00681,H1670_01088,H704_01393,H22082_01458
moeA_1,,Molybdopterin biosynthesis protein MoeA,36,36,1,1,312,,,,1190,1190,1190,OXC8500_00783,OXC8749_01754,OXC8885_00639,OXC4567_01244,OXC6332_01013,OXC6357_00765,OXC6453_00646,OXC6609_00003,OXC6729_00363,OXC7157_01162,OXC7004_01565,OXC7095_01398,OXC7345_01729,OXC7358_00757,OXC7452_00820,OXC4632_00395,OXC7664_01308,OXC6927_00901,H1604_01226,H1605_01090,H1606_01763,H1607_01760,H1608_01295,H1662_00979,H1664_00035,H1666_00287,H1668_00678,H1670_01091,H704_01396,H22082_01461
group_786,,allophanate hydrolase subunit 2,36,36,1,1,205,,,,965,965,965,OXC8500_00803,OXC8749_01774,OXC8885_00659,OXC4567_01264,OXC6332_01038,OXC6357_00239,OXC6453_00666,OXC6609_00267,OXC6729_00343,OXC7157_01181,OXC7004_00948,OXC7095_01423,OXC7345_01754,OXC7358_00782,OXC7452_00840,OXC4632_00375,OXC7664_01288,OXC6927_00881,H1604_01246,H1605_01110,H1606_01782,H1607_01779,H1608_01319,H1662_00999,H1664_00015,H1666_00312,H1668_00658,H1670_01111,H704_01227,H22082_00750
hxlR,,"transcriptional regulator, MarR family",36,36,1,1,201,,,,341,347,345,OXC8500_00806,OXC8749_01777,OXC8885_00662,OXC4567_01267,OXC6332_01041,OXC6357_00235,OXC6453_00669,OXC6609_00270,OXC6729_00340,OXC7157_01184,OXC7004_00945,OXC7095_01426,OXC7345_01757,OXC7358_00785,OXC7452_00843,OXC4632_00372,OXC7664_01285,OXC6927_00878,H1604_01249,H1605_01113,H1606_01785,H1607_01782,H1608_01322,H1662_01002,H1664_00011,H1666_00315,H1668_00655,H1670_01114,H704_01224,H22082_00753
group_790,,poly(A) polymerase,36,36,1,1,2611,,,,647,647,647,OXC8500_00827,OXC8749_01351,OXC8885_00775,OXC4567_00996,OXC6332_01522,OXC6357_01003,OXC6453_00689,OXC6609_01055,OXC6729_00216,OXC7157_00970,OXC7004_00324,OXC7095_00353,OXC7345_00457,OXC7358_00389,OXC7452_00348,OXC4632_00348,OXC7664_00308,OXC6927_00381,H1604_00100,H1605_00212,H1606_00751,H1607_00104,H1608_00868,H1662_01117,H1664_00861,H1666_01023,H1668_00323,H1670_00313,H704_01037,H22082_00855
pspA,,protease,36,36,1,1,2646,,,,896,896,896,OXC8500_00855,OXC8749_01379,OXC8885_00748,OXC4567_01023,OXC6332_01500,OXC6357_01032,OXC6453_00719,OXC6609_01026,OXC6729_00244,OXC7157_00941,OXC7004_00295,OXC7095_00331,OXC7345_00435,OXC7358_00367,OXC7452_00318,OXC4632_00319,OXC7664_00279,OXC6927_00410,H1604_00130,H1605_00241,H1606_00722,H1607_00075,H1608_00846,H1662_01088,H1664_00891,H1666_01001,H1668_00293,H1670_00283,H704_01066,H22082_00380
group_800,,periplasmic protein,36,36,1,1,2718,,,,1094,1202,1193,OXC8500_00877,OXC8749_01401,OXC8885_00726,OXC4567_01045,OXC6332_01473,OXC6357_01055,OXC6453_00742,OXC6609_01003,OXC6729_00267,OXC7157_00918,OXC7004_00272,OXC7095_00305,OXC7345_00409,OXC7358_00340,OXC7452_00296,OXC4632_00297,OXC7664_00257,OXC6927_00432,H1604_00153,H1605_00263,H1606_00699,H1607_00052,H1608_00820,H1662_01066,H1664_00913,H1666_00975,H1668_00214,H1670_00260,H704_00630,H22082_00611
fabD,,malonyl CoA-acyl carrier protein transacylase,36,36,1,1,2695,,,,920,920,920,OXC8500_00900,OXC8749_01424,OXC8885_00703,OXC4567_01068,OXC6332_01450,OXC6357_01078,OXC6453_00765,OXC6609_00980,OXC6729_00290,OXC7157_00895,OXC7004_00249,OXC7095_00282,OXC7345_00386,OXC7358_00317,OXC7452_00273,OXC4632_00274,OXC7664_00234,OXC6927_00455,H1604_00176,H1605_00286,H1606_00676,H1607_00029,H1608_00797,H1662_01043,H1664_00936,H1666_00952,H1668_00191,H1670_00237,H704_00607,H22082_00305
dus,,transcriptional regulator,36,36,1,1,2688,,,,917,926,924,OXC8500_00907,OXC8749_01431,OXC8885_00696,OXC4567_01075,OXC6332_01579,OXC6357_01085,OXC6453_00773,OXC6609_00973,OXC6729_00297,OXC7157_00888,OXC7004_00242,OXC7095_01554,OXC7345_01036,OXC7358_00508,OXC7452_00265,OXC4632_00267,OXC7664_00227,OXC6927_00462,H1604_00184,H1605_00293,H1606_00669,H1607_00022,H1608_01168,H1662_01036,H1664_00944,H1666_01634,H1668_00184,H1670_00230,H704_00599,H22082_00313
hisH_2,,imidazole glycerol phosphate synthase,36,36,1,1,628,,,,605,605,605,OXC8500_00944,OXC8749_00787,OXC8885_01616,OXC4567_01774,OXC6332_00708,OXC6357_00990,OXC6453_01799,OXC6609_00185,OXC6729_01732,OXC7157_01769,OXC7004_01403,OXC7095_00694,OXC7345_00682,OXC7358_01667,OXC7452_01750,OXC4632_01575,OXC7664_01234,OXC6927_01794,H1604_01722,H1605_01456,H1606_01579,H1607_01547,H1608_01373,H1662_01272,H1664_01172,H1666_00046,H1668_01283,H1670_01288,H704_01656,H22082_00343
hisF-1,,imidazole glycerol phosphate synthase subunit HisF,36,36,1,1,631,,,,746,746,746,OXC8500_00945,OXC8749_00788,OXC8885_01615,OXC4567_01773,OXC6332_00707,OXC6357_00989,OXC6453_01798,OXC6609_00186,OXC6729_01731,OXC7157_01768,OXC7004_01404,OXC7095_00693,OXC7345_00683,OXC7358_01666,OXC7452_01749,OXC4632_01574,OXC7664_01233,OXC6927_01793,H1604_01721,H1605_01455,H1606_01578,H1607_01546,H1608_01374,H1662_01273,H1664_01173,H1666_00045,H1668_01284,H1670_01289,H704_01657,H22082_00344
neuA,,putative acylneuraminate cytidylyltransferase,36,36,1,1,641,,,,698,698,698,OXC8500_00948,OXC8749_00791,OXC8885_01612,OXC4567_01770,OXC6332_00703,OXC6357_00986,OXC6453_01795,OXC6609_00189,OXC6729_01728,OXC7157_01765,OXC7004_01407,OXC7095_00689,OXC7345_00687,OXC7358_01662,OXC7452_01746,OXC4632_01571,OXC7664_01230,OXC6927_01790,H1604_01718,H1605_01452,H1606_01575,H1607_01543,H1608_01378,H1662_01276,H1664_01177,H1666_00041,H1668_01287,H1670_01292,H704_01660,H22082_00347
capD,,"UDP-GlcNAc-specific C4,6 dehydratase/C5 epimerase (PseB, first step of pseudaminic acid biosynthesis)",36,36,1,1,675,,,,1004,1004,1004,OXC8500_00967,OXC8749_00808,OXC8885_01593,OXC4567_01751,OXC6332_00695,OXC6357_00969,OXC6453_01777,OXC6609_00208,OXC6729_01709,OXC7157_01746,OXC7004_01426,OXC7095_00680,OXC7345_00695,OXC7358_01654,OXC7452_01728,OXC4632_01552,OXC7664_01209,OXC6927_01768,H1604_01698,H1605_01432,H1606_01556,H1607_01524,H1608_01388,H1662_01295,H1664_01197,H1666_00033,H1668_01306,H1670_01311,H704_00178,H22082_01563
group_811,,Menaquinone via futalosine step 1,36,36,1,1,683,,,,671,671,671,OXC8500_00975,OXC8749_00816,OXC8885_01585,OXC4567_01743,OXC6332_00687,OXC6357_00961,OXC6453_01769,OXC6609_00216,OXC6729_01701,OXC7157_01738,OXC7004_01434,OXC7095_00672,OXC7345_00703,OXC7358_01646,OXC7452_01720,OXC4632_01544,OXC7664_01201,OXC6927_01760,H1604_01690,H1605_01424,H1606_01548,H1607_01516,H1608_01396,H1662_01303,H1664_01205,H1666_00025,H1668_01314,H1670_01319,H704_00186,H22082_01571
hybD,,hydrogenase,36,36,1,1,718,,,,503,503,503,OXC8500_00997,OXC8749_00838,OXC8885_01563,OXC4567_01721,OXC6332_00665,OXC6357_00939,OXC6453_01747,OXC6609_00238,OXC6729_01679,OXC7157_01718,OXC7004_01456,OXC7095_00650,OXC7345_00725,OXC7358_01624,OXC7452_01700,OXC4632_01522,OXC7664_01179,OXC6927_01684,H1604_01668,H1605_01402,H1606_01528,H1607_01494,H1608_01418,H1662_01326,H1664_01228,H1666_00003,H1668_01336,H1670_01341,H704_00208,H22082_01593
regX3_2,,Two-component system response regulator RacR,36,36,1,1,721,,,,392,671,661,OXC8500_01000,OXC8749_00841,OXC8885_01560,OXC4567_01718,OXC6332_00662,OXC6357_00936,OXC6453_01744,OXC6609_00241,OXC6729_01676,OXC7157_01715,OXC7004_01459,OXC7095_00647,OXC7345_00728,OXC7358_01621,OXC7452_01697,OXC4632_01519,OXC7664_01176,OXC6927_01681,H1604_01665,H1605_01399,H1606_01525,H1607_01491,H1608_01421,H1662_01329,H1664_01231,H1666_00844,H1668_01339,H1670_01344,H704_00211,H22082_01596
