	ERR494558	ERR713656	ERR278423	ERR083948	ERR083973	ERR084064	ERR108372	ERR128814	ERR193205	ERR221288	ERR221374	ERR278230	ERR278242	ERR278359	ERR278461	ERR343073	ERR356128	ERR593768	H1604	H1605	H1606	H1607	H1608	H1662	H1664	H1666	H1668	H1670	H704	SRR065736
ktrB	708.7	708.7	708.7	706.8	710.4	708.7	710.4	711.4	710.2	710.4	706.8	706.8	706.8	708.7	708.7	711.4	708.7	708.7	708.7	711.4	710.4	710.4	706.9	708.7	708.7	706.8	708.7	708.7	708.7	708.7
pabB	177.1	177.1	177.1	177.1	177.3	177.3	177.3	176.6	177.3	177.3	177.1	177.1	177.1	177.3	177.3	176.6	177.3	177.1	174.8	176.2	177.3	177.3	177.1	177.1	177.3	177.1	177.3	177.1	174.8	174.8
group_3117	382.5	382.5	382.5	380.1	381.0	382.4	381.0	381.8	381.0	381.0	380.1	380.1	380.1	382.4	382.5	381.8	382.5	382.5	382.4	381.8	381.0	381.0	380.1	382.5	382.4	380.1	382.5	382.5	382.4	382.4
group_1293	241.3	241.3	241.3	238.9	241.3	241.3	241.3	241.3	241.3	241.3	238.9	238.9	238.9	241.3	241.3	241.3	241.3	241.3	241.3	241.3	241.3	241.3	238.9	241.3	241.3	238.9	241.3	241.3	241.3	241.3
group_2927	136.2	136.2	136.2	136.2	136.0	135.1	136.0	136.0	136.0	136.0	136.2	136.2	136.2	135.1	135.1	136.0	135.1	136.2	135.1	136.0	136.0	136.0	137.3	136.2	135.1	136.2	135.1	136.2	135.1	135.1
rpsM	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8	245.8
mdh	376.9	376.9	376.9	375.9	376.9	376.6	376.9	376.9	376.9	376.9	375.9	375.9	375.9	376.6	376.9	376.9	376.9	376.9	378.4	376.9	291.5	376.9	375.9	376.9	376.6	375.9	376.9	376.9	376.9	378.4
group_2640																			18.6										18.6	18.6
cheB	290.2	290.2	286.8	292.3	290.2	291.4	290.2	290.4	290.2	290.2	292.3	292.3	292.3	291.4	290.2	290.4	290.2	290.2	290.2	290.4	290.2	290.2	291.8	290.2	291.4	292.3	290.2	290.2	290.2	290.2
ribB	551.6	551.6	551.6	549.8	551.6	551.6	551.6	551.6	551.6	551.6	549.8	549.8	549.8	551.6	551.6	551.6	551.6		551.6	551.6	551.6	551.6	549.8	551.6	551.6	549.8	551.6	551.6	551.6	551.6
group_1433	211.6	154.8	211.6	212.5	211.6	212.5	211.6	212.1	211.6	211.6	212.5	212.5	212.5	212.5	211.0	212.1	211.0	211.6	210.4	212.1	211.6	211.6	212.5	211.6	212.5	212.5	211.0	211.6	210.4	210.4
kpsD	1101.2	1101.2	1101.2	1101.3	1100.8	1098.6	1100.8	1097.1	1100.8	1100.8	1101.3	1101.3	1101.3	1098.6	1101.3	1097.1	1101.3	1101.2	1099.4	1097.1	1100.8	1100.8	1101.3	1101.2	1098.6	1101.3	1101.3	1101.2	1099.4	1099.4
ubiA	480.3	480.3	480.3	479.6	480.8	480.5	480.8	480.5	480.5	480.8	479.6	479.6	479.6	480.5	480.3	480.5	480.3	480.3	480.3	480.5	480.8	480.8	479.6	480.3	480.5	479.6	480.3	480.3	480.3	480.3
guaA	971.4	971.4	971.4	969.7	969.7	965.9	969.7	967.4	969.7	969.7	969.7	969.7	969.7	965.9	970.0	967.4	970.0	971.4	969.5	967.4	969.7	969.7	969.7	971.4	965.9	969.7	970.0	971.4	969.5	969.5
sbp	693.7	693.7	693.7	683.8	692.0	596.7	692.0	688.4	693.7	692.0	683.8	683.8	683.8	596.7	694.3	688.4	694.3	693.7	693.7	688.4	693.7	693.7	683.8	693.7	596.7	683.8	694.3	693.7	596.7	596.7
ilvA	702.9	702.9	702.9	706.3	700.5	702.4	700.5	703.9	701.0	700.5	706.3	706.3	706.3	702.4	705.0	703.9	705.0	702.9	702.9	703.9	701.0	701.0	706.3	702.9	701.1	706.3	705.0	702.9	701.0	701.0
fliI	805.7	805.7	805.7	805.4	804.9	805.7	803.4	805.7	805.1	803.4	805.4	805.4	805.4	805.7	805.7	805.7	805.7	805.7	805.7	805.7	803.4	803.4	805.4	805.7	805.7	805.4	805.7	805.7	805.7	805.7
waaF	414.2	414.2	414.2	413.8	414.4	410.7	414.4		406.9	414.4	412.0	413.8	413.8	410.7	418.3		414.2	414.2	412.3		407.1	407.1	413.8	414.2	410.7	413.8	414.2	414.2	412.3	412.3
cas1	259.3	259.3	259.3		259.3	259.3	259.3	258.9	259.3	259.3				259.3	258.9	258.9	259.3	259.3	259.3	258.9	259.3	259.3		259.3	259.3		259.3	259.3	259.3	259.3
group_3001	617.3	617.3	617.3	610.9	614.6	612.6	614.6	614.6	614.6	615.4	610.9	610.9	610.9	612.6	617.3	614.6	617.3	617.3	612.6	614.6	614.6	614.6	610.6	617.3	612.6	610.9	617.3	617.3	612.6	612.6
moeB_2	498.9	498.9	498.9	496.4	498.9	495.0	498.9	495.0	495.9	498.9	496.4	496.4	496.4	495.0	498.5	495.0	498.1	498.9	498.9	495.0	498.9	498.9	496.4	498.9	495.0	496.4	498.1	498.9	498.9	498.9
argH	724.3	724.3	724.3	719.8	725.5	722.6	725.5	723.6	725.5	725.5	719.8	719.8	719.8	722.6	724.3	723.6	724.3	724.3	724.3	723.6	725.5	725.5	719.8	724.3	722.6	719.8	724.3	724.3	724.3	724.3
fliP_1	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5	428.5
group_3080	137.7	137.7	137.7	137.3	137.3	137.7	137.3	137.3	137.3	137.3	137.3	137.3	137.3	137.7	137.7	137.3	137.7	137.7	137.7	137.3	137.3	137.3	137.3	137.7	137.7	137.3	137.7	137.7	137.7	137.7
hemA	636.4	636.4	636.4	634.3	637.3	636.9	637.3	637.3	637.3	637.3	634.3	634.3	634.3	636.9	637.0	637.3	637.0	636.4	636.0	637.3	637.3	637.3	634.3	636.4	636.9	634.3	637.0	629.5	636.0	636.0
ciaB	867.8	867.8	867.8	867.5	866.6	869.0	866.6	867.0	866.6	866.6	867.5	867.5	867.5	869.0	867.8	867.0	867.8	867.8	868.8	867.0	866.6	866.6	867.5	867.8	869.0	867.5	867.8	867.8	868.8	868.8
group_1065	96.6	96.6	96.6	95.6	96.6	95.6	96.6	97.3	96.6	96.6	95.6	95.6	95.6	95.6	96.6	97.3	96.6	96.6	96.6	97.3	96.6	96.6	95.6	96.6	95.6	95.6	96.6	96.6	96.6	96.6
rpmB	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1	134.1
gmhB	263.5	263.5	263.5		264.0	264.1	264.0	264.4	263.4	264.0				264.1	264.4	264.4	264.4	263.5	264.3	264.4	264.0	264.0		263.5	264.1		264.4	263.5	264.3	264.3
yeiH	463.7	463.7	463.7	463.6	464.8	464.5	464.8	463.8	464.8	464.8	463.6	463.6	463.6	464.5	463.6	463.8	463.6	463.7	465.5	463.8	464.8	464.8	463.6	463.7	464.5	463.6	463.6	463.7	465.5	465.5
yqaA	207.7	207.7	207.7	206.8	205.8	207.7	205.8	207.6	205.8	205.8	206.8	206.8	206.8	207.7	207.7	207.6	207.7	207.7	207.7	207.6	205.8	205.8	206.8	207.7	207.7	206.8	207.7	207.7	205.8	205.8
group_1632				200.3	200.6		200.6	200.6	200.6	200.6	200.3	200.3	200.3			200.6			197.7	200.6	200.6	200.6	200.3			200.3			197.7	197.7
tpiA	335.4	335.4	335.4	334.6	336.6	336.4	336.6		336.6	336.6	334.4	334.6	334.6	336.4	336.4		336.4	335.4	336.3		336.6	336.6	334.6	335.4	336.4	334.6	336.4	335.4	336.3	336.3
ogt	200.7	200.7	200.7	200.6	198.2	200.7	198.2	203.4	198.2	198.2	200.6	200.6	200.6	200.7	200.7	203.4	200.7		200.7	203.4	198.2	198.2	200.6	200.7	200.7	200.6	200.7	200.7	200.7	200.7
group_1266	165.8	165.8	165.8	165.2	165.9	165.8	165.9	165.8	165.9	165.9	165.8	165.8	165.2	165.8	165.1	165.8	165.1	165.8	165.4	165.8	165.9	165.9	165.8	165.8	165.8	165.8	165.8	165.8	165.4	165.4
dgkA	166.2	166.2	166.2			163.7		164.7						163.7	166.2	164.7	167.2	166.2	164.2	164.7				166.2	163.7		167.2	166.2	164.2	164.2
yffB	124.3	124.3	124.3	124.3	124.5	124.3	124.5	122.6	124.5	124.5	124.3	124.3	124.3	124.3	124.3	122.6	124.3	124.3	124.7	122.6	124.5	124.5	124.3	124.3	124.3	124.3	124.3	124.3	124.3	124.3
group_3137	496.2	496.2	496.2	495.8	495.0	495.9	495.0	493.2	495.0	495.0	495.8	495.8	495.8	495.9	496.2	493.2	496.2	496.2	496.2	493.2	495.0	495.0	495.8	496.2	495.9	495.8	496.2	496.2	496.2	496.2
rpsE	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9	287.9
group_3297	238.3	238.3	238.3	236.2	238.8	236.8	238.8	238.2	238.2	238.8	236.2	236.2	236.2	236.8	238.3	238.2	238.3	238.3	236.8	238.2	238.2	238.2	236.2	238.3	236.8	236.2	238.3	238.3	236.8	236.8
group_3209	640.4	640.4	640.4	640.7	643.1	638.7	643.1	638.2	643.1	643.1	640.7	640.7	640.7	638.7	638.2	638.2	638.2	640.4	638.7	638.2	643.1	643.1	640.7	640.4	637.8	640.7	638.2	640.4	638.7	638.7
group_741	20.4	20.4	20.4	20.9	20.5	22.0	20.5	20.5	20.5	20.5	20.9	20.9	20.9	22.0	19.5	20.5	22.0	20.4	21.0	20.5	20.5	20.5	20.9	20.4	22.0	20.9	19.5	20.4	21.0	21.0
nuoD	715.5	715.5	714.3	715.7	714.9	715.5	714.9	715.5	714.9	714.9	715.7	715.7	715.7	715.5	715.8	715.5	715.8	715.5	713.1	715.5	714.9	714.9	715.7	715.5	715.5	715.7	715.8	715.5	713.1	713.1
group_2728	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6	177.6
mobA	245.7	245.7	245.7	245.2	245.5	245.9	245.5	245.7	245.5	245.5	245.2	245.2	245.2	245.9	245.1	245.7	245.1	245.7	245.7	245.7	245.5	245.5	245.2	245.7	245.9	245.2	245.1	245.7	245.7	245.7
group_1294	342.8	342.8	342.8	347.4	343.0	347.0	343.0	341.2	343.0	343.0	347.4	347.4	347.4	347.0	343.0	341.2	343.0	342.8	343.0	341.2	343.0	343.0	347.4	342.8	347.0	347.4	343.0	342.8	343.0	343.0
group_1340	141.9	141.9	141.9	143.6	142.6	142.6	142.6	142.6	142.6	142.6	143.6	143.6	143.6	142.6	142.6	142.6	142.6	141.9	142.6	142.6	142.6	142.6	143.6	141.9	142.6	143.6	142.6	141.9	142.6	142.6
thyX	353.9	353.9	353.9	353.3	353.9	353.0	353.9	352.9	353.9	353.9	353.3	353.3	353.3	353.0	353.9	352.9	353.9	353.9	350.3	352.9	353.9	353.9	353.3	353.9	353.0	353.3	353.9	353.9	353.9	350.3
zraS_1	728.4	728.4	728.4	731.7	728.4	731.7	728.4	728.4	728.4	728.4	731.7	731.7	731.7	731.7	728.4	728.4	728.4	728.4	728.4	728.4	728.4	728.4	731.7	728.4	731.7	731.7	728.4	728.4	728.4	728.4
mdeA	721.0	718.1	721.0				719.7	721.4	721.4						721.0	721.4	721.0	721.0	719.4	721.4	721.4	721.4		721.0			721.0	721.0	719.4	719.4
group_2826	155.6	155.6	155.6	155.6	155.1	155.6	155.1	155.6	155.1	155.1	155.6	155.6	155.6	155.6	155.6	155.6	155.6	155.6	155.6	155.6	155.1	155.1	155.6	155.6	155.6	155.6	155.6	155.6	155.6	155.6
selB	901.7	901.7	901.7	900.3	901.0	901.7	901.0	901.4	900.3	901.0	900.3	900.3	900.3	901.7	901.7	901.4	901.7	901.7	900.3	901.4	901.0	901.0	900.3	901.7	901.7	900.3	901.7	899.4	900.3	900.3
group_2743	32.1	32.1	32.1	32.1	32.0	31.0	32.1	31.0	32.1	32.1	32.1	32.1	32.1	31.0	32.1	31.0	32.1	32.1	31.0	32.1	32.9	32.9	32.1	32.1	31.0	32.1	32.1	32.1	31.0	31.0
fliF	825.7	825.7	825.7	826.9	825.9	825.9	825.9	826.9	825.9	825.9	826.9	826.9	826.9	824.0	825.9	826.9	825.9	825.7	826.4	826.5	825.9	825.9	827.2	825.7	825.9	826.9	825.9	825.7	825.9	825.9
gsp	715.0	715.0	715.8	715.7	714.4	715.1	714.4	716.3	714.4	714.4	715.7	715.7	715.7	715.1	715.0	716.3	715.0	715.0	715.0	716.3	714.4	714.4	715.7	715.0	715.1	715.7	715.0	715.0	715.0	715.0
parB	401.3	401.3	401.3	400.3	401.3	399.6	401.3	400.7	401.3	401.3	400.3	400.3	400.3	399.6	401.3	400.7	401.3	401.3	401.3	400.7	401.3	401.3	399.1	401.3	399.6	400.3	401.3	401.3	401.3	401.3
group_2621																			201.4										201.7	201.7
neuC	445.5	445.5	445.5		444.7		444.3	437.2	444.3	444.3					442.2	437.2	441.7	445.5	441.7	437.2	440.4	444.3		445.5			442.2	445.5	441.7	441.7
group_1403	142.8	142.8	142.8	142.5	142.8	143.3	142.8	142.8	142.8	142.8	142.5	142.5	142.5	143.3	142.8	142.8	142.8	142.8	143.3	142.8	142.8	142.8	142.5	142.8	143.3	142.5	142.8	142.8	143.3	143.3
groL	1081.2	1081.2	1081.2	1079.4	1081.1	1081.2	1081.1	1081.2	1081.1	1081.1	1079.4	1079.4	1079.4	1081.2	1081.2	1081.2	1081.2	1081.2	1081.2	1081.2	1081.1	1081.1	1079.4	1081.2	1081.2	1079.4	1081.2	1081.2	1081.2	1081.2
group_3114	67.8	67.8	67.8	69.6	67.8	67.8	67.8	67.8	67.8	67.8	69.6	69.6	69.6	67.8	69.8	67.8	67.8	67.8	67.8	67.8	67.8	67.8	69.6	67.8	67.8	69.6	67.8	67.8	67.8	67.8
rplN	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0	257.0
rsmC	372.8	372.8	372.8	374.8	371.8	374.5	371.8	371.9	371.8	371.8	374.8	374.8	374.8	374.5	372.8	371.9	372.8	372.8	372.8	371.9	372.3	372.3	374.8	372.8	374.5	374.8	372.8	372.8	372.8	374.5
group_2934	190.1	190.1	190.1	189.4	190.1	190.1	190.1	190.1	190.1	190.1	189.4	189.4	189.4	190.1	190.1	190.1	190.1	190.1	190.1	190.1	190.1	190.1	189.4	190.1	190.1	189.4	189.6	190.1	190.1	190.1
gph	267.8	267.8	267.8	267.5	267.7	268.1	267.7	268.1	189.0	267.7	267.5	265.9	267.5	268.1	267.8	268.1	267.8	267.8	267.8	267.4	267.7	267.7	267.5	267.8	268.1	267.5	267.8	267.8	267.8	267.8
der	739.8	739.8	739.8	737.0	739.2	737.9	739.2	739.2	736.6	739.2	737.0	737.0	737.0	737.9	739.4	739.2	739.4	739.8	739.2	739.2	739.2	739.2	737.0	739.8	734.3	737.0	739.4	739.8	739.2	739.2
arnB_2	538.1	538.1	538.1		535.4		534.3	535.3	534.3	534.3					537.6	535.3	537.6	538.1	538.1	535.3	534.3	534.3		538.1			537.6	538.1	538.1	538.1
group_2797	40.7	40.7	40.7	40.7	40.7	40.7	40.7	40.2	40.7	40.7	40.7	40.7	40.7	40.7	40.7	40.2	40.7	40.7	40.7	40.2	40.7	40.7	40.7	40.7	40.7	40.7	40.7	40.7	40.7	40.7
aroA	672.1	672.1	672.1	670.9	672.1	672.1	672.1	672.1	672.1	672.1	670.9	670.9	670.9	672.1	670.5	672.1	672.1	672.1	672.3	672.5	672.1	672.1	670.9	672.1	672.1	670.9	672.1	669.6	672.1	672.1
trmB	532.3	532.3	532.3	533.6	532.7	534.9	532.7	532.6	532.7	532.7	533.6	533.6	533.6	534.9	532.3	532.6	532.3	532.3	532.3	532.6	532.7	532.7	533.6	532.3	534.9	533.6	532.3	532.3	532.3	532.3
cpxA	461.9	461.9	461.9	461.7	461.7	461.7	461.7	461.7	461.7	461.7	461.7	461.7	461.7	461.7	461.7	461.7	461.7	461.9	461.9	461.7	461.7	461.7	461.7	461.9	461.9	461.7	461.7	461.9	461.9	461.9
cjeI_2		165.2																										165.2		166.3
ubiD	884.2	884.2	884.2	882.0	886.8	882.7	886.8	886.8	886.8	886.8	882.0	882.0	882.0	882.7	884.9	886.8	884.9	884.2	887.1	886.8	886.8	886.8	882.0	884.2	882.7	882.0	884.9	882.5	887.1	887.1
tatB	140.1	140.1	140.1	139.7	139.4	140.1	139.4	140.1	139.4	139.4	139.7	139.7	139.7	140.1	139.6	140.1	140.1	140.1	139.4	140.1	139.4	139.4	139.7	140.1	140.1	139.7	140.1	140.1	139.4	139.4
btrR	547.6	547.6	547.6	555.5	552.9	552.8	552.9	553.9	552.9	552.9	555.5	555.5	555.5	546.9	546.9	553.9	546.9	547.6	552.9	552.1	552.9	552.9	555.5	547.6	552.8	555.5	546.9	547.6	552.9	552.9
group_363	501.1	501.1	501.1	504.9	500.0	503.2	500.0	497.4	500.0	500.0	504.9	504.9	504.9	503.2	502.3	497.4	502.3	501.1	508.7	497.4	500.0	500.0	504.9	501.1	503.2	504.9	502.3	501.1	501.1	508.7
group_1499	24.3	24.3	24.3	23.3	24.3	24.3	24.3	24.3	24.3	24.3	23.3	23.3	23.3	24.3	24.3	24.3	24.3	24.3	24.3	24.3	24.3	24.3	23.3	24.0	24.3	23.3	24.3	24.3	24.3	24.3
group_3052	206.1	206.1	206.1	205.3	206.1	204.0	206.1	206.1	206.1	206.1	205.3	205.3	205.3	204.0	206.1	206.1	206.1	206.1	206.1	206.1	206.1	206.1	205.3	206.1	204.0	205.3	206.1	206.1	206.1	206.1
tilS	439.9	439.9	439.9	437.2	439.4	439.4	439.4	442.4	440.0	439.4	437.2	437.2	437.2	439.4	439.9	442.4	439.9	439.9	439.9	442.4	440.0	440.0	437.2	439.9	439.5	437.2	439.9	439.7	439.9	439.9
upp	351.9	351.9	351.9	351.9	346.5	353.2	346.5	349.1	346.5	346.5	351.9	351.9	351.9	353.2	353.2	349.1	353.2	351.9	349.9	349.1	346.5	346.5	349.4	351.9	353.2	351.9	353.2	351.9	345.4	345.4
psd	375.0	375.0	375.0	377.7	376.5	375.0	376.5	375.0	376.5	376.5	377.7	377.7	377.7	375.0	375.0	375.0	375.0	375.0	376.3	375.0	376.5	376.5	377.7	375.0	375.0	377.7	375.0	375.0	376.3	376.3
rpsT	147.0	147.0	147.0	147.0	147.0	147.0	147.0	147.0	147.0	147.0	147.0	147.0	147.0	147.0	145.3	147.0	145.3	147.0	145.3	147.0	147.0	147.0	147.0	147.0	147.0	147.0	145.3	147.0	145.3	145.3
argB	415.0	415.0	415.0	414.6	414.6	414.6	414.6	412.3	414.6	414.6	414.6	414.6	414.6	414.6	415.0	412.3	415.0	415.0	415.0	412.3	414.6	414.6	414.6	415.0	414.6	414.6	415.0	415.0	415.0	415.0
fabG_2	213.4	213.4	213.4		213.4		213.4	213.4	213.4	213.4					213.4	213.4	213.4	213.4	213.4	213.4	213.4	213.4		213.4			213.4	213.4	213.4	213.4
hsdR_1				510.8							510.8	510.8	510.8										510.8			510.8			616.1	616.1
dnaN	512.5	512.5	512.5	514.1	514.1	513.4	514.7	513.4	514.1	514.1	514.1	514.1	514.1	513.4	512.5	513.4	512.5	512.5	514.1	513.9	514.7	514.7	514.1	512.5	514.0	514.1	512.5	512.5	511.0	511.0
group_312		77.8		77.6							77.6	77.6	77.6					77.8					77.6	77.8		77.6		77.8		60.8
yedY	551.9	551.9	551.9	551.9	551.3	550.5	551.3	551.4	551.3	551.3	551.9	551.9	551.9	550.5	551.3	551.4	551.3	551.9	551.3	551.4	551.3	551.3	551.9	551.9	551.5	551.9	547.3	551.9	551.3	551.3
thiE	339.7	339.7	339.7	324.4	339.7	340.5	339.7	339.7	339.7	339.7	324.4	324.4	324.4	334.7	340.5	339.7	334.7	339.7	339.7	339.7	324.1	324.1	324.4	339.7	334.7	324.4	340.5	339.7	339.7	336.9
truA	346.3	346.3	346.3	345.6	345.4	346.3	345.4	346.3	345.4	345.4	345.6	345.6	345.6	346.3	344.3	346.3	345.6	346.3	346.3	346.3	345.4	345.4	345.6	346.3	346.3	345.6	344.3	346.3	346.3	346.3
group_866	369.9	369.9	369.9	365.2	369.6	370.1	369.6	369.4	369.6	369.6	365.2	365.2	365.2	370.1	369.9	369.4	370.5	369.9	369.9	369.4	369.6	369.6	365.2	369.9	370.1	365.2	370.5	369.9	369.9	369.9
uppP	401.8	401.8	401.8	401.9	401.6	401.8	401.6	399.5	401.6	401.6	401.9	401.9	401.9	401.8	401.8	399.5	401.8	401.8	401.8	399.3	401.6	401.6	401.9	401.8	401.8	401.9	401.8	401.8	401.8	401.8
group_1382	14.7	14.7	14.7		14.5	14.5	14.5	14.5	14.5	14.5				14.5	14.7	14.5	14.7	14.7	14.7	14.5	14.5	14.5		14.7	14.5		14.7	14.5	14.7	14.7
dapL	813.1	813.1	813.1	810.7	809.4	811.3	809.4	813.1	813.1	809.4	810.7	810.7	810.7	811.3	809.5	813.1	809.5	813.1	811.6	813.1	809.4	809.4	810.7	813.1	811.3	810.7	809.5	813.1	809.7	809.7
group_953	18.1	18.1	18.1	18.8	15.7	17.0	15.7	18.1	15.7	15.7	18.8	18.8	18.8	17.0	17.2	18.1	17.2	18.1	18.1	18.1	15.7	15.7	18.8	18.1	17.0	18.8	17.2	17.3	17.2	17.2
hydA_1	180.5	180.5	180.5	179.1	178.8	178.8	178.8	179.6	178.8	178.8	179.1	179.1	179.1	178.8	180.5	179.6	180.5	180.5	180.5	179.6	178.8	178.8	179.1	180.5	178.8	179.1	180.5	180.5	180.5	180.5
nuoJ	174.3	174.3	174.3	175.6	171.8	175.7	171.8	175.7	175.5	171.8	175.6	175.6	175.6	175.7	175.7	175.7	175.7	174.3	174.3	175.7	175.5	175.5	175.6	175.7	175.7	175.6	175.7	174.3	174.3	174.3
cjaB	389.8	389.6	389.8	393.5	390.4	392.9	390.4	389.8	390.4	390.4	393.5	393.5	393.5	392.9	389.8	389.8	389.8	389.8	387.6	389.8	390.4	390.4	393.5	389.8	392.9	393.5	389.8	388.7	387.6	387.6
yhbU	724.3	724.3	724.3	722.7	722.6	718.8	722.6	718.6	722.6	722.6	722.7	722.7	722.7	718.8	724.3	718.6	724.3	724.3	721.4	718.6	723.4	723.4	722.7	724.3	719.5	722.7	724.3	724.3	721.4	721.4
chuA					918.9	922.4	918.9		918.9	918.9					920.7		921.9		921.9		918.9	918.9					921.9		921.9	921.9
rmpM	425.3	425.3	425.3	424.3	426.3	423.9	426.3	426.3	426.3	426.3	424.3	424.3	424.3	423.9	425.3	426.3	425.3	425.3	426.3	426.3	426.3	426.3	424.3	425.3	423.9	424.3	425.3	425.3	426.3	426.3
leuA	670.9	670.9	670.9	665.8	669.7	669.8	669.0	667.1	669.0	668.1	665.8	665.8	665.8	669.8	670.9	667.1	670.9	670.9	670.5	667.1	669.0	669.0	665.8	670.9	667.4	665.8	670.9	665.2	670.5	670.5
arsB	429.5	429.5	429.5	429.3	430.0	430.0	430.0	428.8	430.0	430.0	429.3	429.3	429.3	428.8	430.0	428.8	430.0	429.5	430.0	428.8	430.0	430.0	429.3	429.5	428.3	429.3	430.0	429.5	430.0	430.0
nuoN	320.5	320.5	320.5	323.1	321.1	318.3	321.1	321.7	321.1	321.1	323.1	323.1	323.1	318.3	321.6	321.7	321.6	320.5	320.5	321.7	321.1	321.1			318.3			136.7	320.5	320.5
trpS	514.1	514.1	514.1	514.8	514.1	511.1	514.1	514.1	514.1	514.1	514.8	514.8	514.8	511.1	514.1	514.1	514.1	514.1	514.1	514.1	514.1	514.1	514.8	514.1	506.6	514.8	514.1	514.1	514.1	514.1
group_1008	107.6	107.6	105.8	108.2	105.2	107.6	105.2	107.6	105.2	105.2	108.2	108.2	108.2	107.6	108.4	107.6	108.4	107.6	108.4	107.6	105.2	105.2	108.2	107.6	107.6	108.2	108.4	107.6	108.4	108.4
group_2963	355.1	355.1	355.1	353.7	355.7	355.4	355.7	355.4	355.7	355.7	353.7	353.7	353.7	355.4	355.1	355.4	355.1	355.1	355.4	355.4	355.7	355.7	353.7	355.1	355.4	353.7	355.1	355.1	355.4	355.4
group_850	98.9	98.9	98.9		98.9	98.9	98.9	95.3	98.9	98.9				98.9	98.9	95.3	98.9	98.9	98.9	95.3	98.9	98.9		98.9			98.9	99.2	98.9	98.9
purL	1341.5	1341.5	1341.5	1340.6	1340.2	1338.0	1340.2	1337.7	1340.2	1340.2	1340.6	1340.6	1340.6	1338.0	1339.2	1337.7	1339.2	1341.5	1338.1	1337.2	1340.2	1340.2	1338.7	1341.5	1338.0	1340.6	1339.2	1341.5	1338.1	1338.1
group_1744	122.6	122.6	122.6	122.6	122.6	122.6	122.6	122.6	122.6	122.6	122.6	122.6	122.6	122.6	122.6	122.6	122.6		122.6	122.6	122.6	122.6	122.6	122.6	122.6	122.6	122.6	117.6	122.6	122.6
atpE	171.0	171.0	171.0	171.2	171.2	171.2	171.2	170.8	171.2	171.2	171.2	171.2	171.2	171.2	171.0	170.8	171.0	171.0	171.0	170.8	171.2	171.2	171.2	171.0	171.2	171.2	171.0	171.0	171.0	171.0
group_3309	119.5	119.5	119.5	120.9	120.9	120.9	120.9	120.9	120.9	120.9	120.9	120.9	120.9	120.9	120.9	120.9	120.9	119.5	120.9	120.9	120.9	120.9	120.9	119.5	120.9	120.9	120.9	119.5	120.9	120.9
group_1723	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9		210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9	210.9
proP_1	614.0	614.0	614.0		613.2	614.1	613.2	614.0	613.2	613.2				614.1	612.3	614.0	614.0	614.0	612.9	614.0	613.2	605.2		614.0			614.0	614.0	612.9	612.9
selU	472.7	472.7	472.7	478.2	470.1	476.1	470.1	471.5	470.1	470.1	478.2	478.2	478.2	476.1	472.0	471.5	472.0	472.7	471.5	471.5	472.5	472.5	478.2	472.7	473.2	478.2	472.0	472.7	471.5	471.5
dsbE	240.6	240.6	240.6	242.7	243.5	244.0	243.5	243.7	243.5	243.5	242.7	242.7	242.7	244.0	244.0	243.7	244.0	240.6	243.5	243.7	243.5	243.5	242.7	240.6	244.0	242.7	244.0	240.6	244.0	244.0
mcp1	525.4	526.5	525.4	525.4	524.9	525.4	524.9	525.2	524.9	524.9	525.4	525.4	525.4	523.2	525.4	525.2	523.7	525.4	525.4	523.2	524.9	524.9	525.4	525.4	525.4	525.4	525.4	525.4	525.4	525.4
group_786				314.3	357.2		358.7	355.9	358.9	358.7	314.3	314.3	314.3			355.9			357.5	355.9	358.9	358.9	314.3			314.3			357.5	357.5
